5,8
0,0,1052.75,1309.36
0,1,1316.14,1276.94
0,2,1576.89,1247.09
0,3,1831.82,1216.37
0,4,2080.9,1182.39
0,5,2327.75,1142.3
0,6,2574.08,1093.33
0,7,2819.96,1044.07
1,0,1028.8,1480.94
1,1,1310.66,1447.7
1,2,1589.74,1415.92
1,3,1860.5,1382.21
1,4,2124.54,1342.48
1,5,2386.9,1290.94
1,6,2649.83,1234.55
1,7,2912.54,1181.95
2,0,1000.66,1673.93
2,1,1303.54,1638.07
2,2,1602.98,1603.49
2,3,1892.35,1568.31
2,4,2174.13,1517.17
2,5,2454.26,1454.18
2,6,2737.39,1392.8
2,7,3017.69,1339.73
3,0,973.288,1907
3,1,1297.26,1866.13
3,2,1618.38,1824.58
3,3,1928.54,1776.67
3,4,2231.45,1715.24
3,5,2534.17,1647.17
3,6,2838.5,1577.46
3,7,3138.2,1529.77
4,0,943.966,2182.84
4,1,1290.64,2132.78
4,2,1634.72,2082.75
4,3,1970.59,2021.64
4,4,2298.5,1947.82
4,5,2627.6,1868.01
4,6,2956.41,1801.11
4,7,3274.48,1757.16
