5,8
0,0,850.514,970.788
0,1,1106.683,950.988
0,2,1380.692,931.814
0,3,1670.903,911.840
0,4,1978.817,889.773
0,5,2306.746,865.241
0,6,2657.807,838.942
0,7,3031.424,812.886
1,0,859.220,1266.343
1,1,1116.234,1255.840
1,2,1389.950,1245.945
1,3,1680.562,1235.818
1,4,1986.459,1224.559
1,5,2312.189,1211.034
1,6,2663.275,1195.490
1,7,3038.071,1181.159
2,0,868.913,1561.441
2,1,1124.584,1559.462
2,2,1398.792,1557.798
2,3,1689.209,1555.539
2,4,1994.290,1553.355
2,5,2318.808,1551.917
2,6,2669.179,1550.260
2,7,3043.488,1547.670
3,0,878.743,1853.875
3,1,1134.332,1861.639
3,2,1406.695,1867.984
3,3,1696.341,1874.405
3,4,2001.586,1882.121
3,5,2326.776,1891.593
3,6,2676.168,1902.610
3,7,3048.006,1912.640
4,0,888.332,2143.401
4,1,1144.437,2161.263
4,2,1415.425,2177.317
4,3,1703.316,2194.295
4,4,2008.990,2212.135
4,5,2334.562,2232.214
4,6,2681.925,2253.025
4,7,3050.481,2273.525
